File,Function,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector3.h,Vector3<T>::GetLength() const,2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector3.h,Vector3<T>::GetLengthSquared() const,2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector3.h,Vector3<T>::IsZero() const,2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector3.h,Vector3<T>::Set(T scalar),4,4,4,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector3.h,"Vector3<T>::Set(T x, T y, T z)",4,4,4,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector3.h,Vector3<T>::SetZero(),4,4,4,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector3.h,Vector3<T>::Normalize(),7,6,5,1,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector3.h,Vector3<T>::Sign(),4,4,4,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector3.h,Vector3<T>::AxisX(),3,3,3,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector3.h,Vector3<T>::AxisY(),3,3,3,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector3.h,Vector3<T>::AxisZ(),3,3,3,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector3.h,"Vector3<T>::Cross(const Vector3& a, const Vector3& b)",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector3.h,"Vector3<T>::Dot(const Vector3& a, const Vector3& b)",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector3.h,"Vector3<T>::Max(const Vector3& a, const Vector3& b)",5,5,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector3.h,"Vector3<T>::Min(const Vector3& a, const Vector3& b)",5,5,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector3.h,"Vector3<T>::MinMax(Vector3& min, Vector3& max, const Vector3<T>* pSource, const U32 count)",13,12,10,7,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector3.h,Vector3<T>::ZeroVector(),3,3,3,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,w(0),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,w(scalar),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,w(w),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::operator[](const size_t i) const,3,3,3,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::operator[](const size_t i),3,3,3,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::operator==(const Vector4& other) const,2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::operator==(T scalar) const,2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::operator!=(const Vector4& other) const,2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::operator!=(T scalar) const,2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::operator+(const Vector4& other) const,2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::operator+(T scalar) const,2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::operator+=(const Vector4& other),6,6,6,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::operator+=(T scalar),6,6,6,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::operator-() const,2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::operator-(const Vector4& other) const,2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::operator-(T scalar) const,2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::operator-=(const Vector4& other),6,6,6,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::operator-=(T scalar),6,6,6,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::operator*(const Vector4& other) const,2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::operator*(T scalar) const,2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::operator*=(const Vector4& other),6,6,6,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::operator*=(T scalar),6,6,6,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::GetLength() const,2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::GetLengthSquared() const,2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::IsZero() const,2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::Set(T scalar),5,5,5,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,"Vector4<T>::Set(T x, T y, T z, T w)",5,5,5,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::SetZero(),5,5,5,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::Normalize(),7,6,5,1,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::Sign(),5,5,5,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::AxisX(),3,3,3,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::AxisY(),3,3,3,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::AxisZ(),3,3,3,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::AxisW(),3,3,3,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,"Vector4<T>::Dot(const Vector4& a, const Vector4& b)",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,"Vector4<T>::Max(const Vector4& a, const Vector4& b)",6,6,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,"Vector4<T>::Min(const Vector4& a, const Vector4& b)",6,6,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,"Vector4<T>::MinMax(Vector4& min, Vector4& max, const Vector4<T>* pSource, const U32 count)",15,14,12,9,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Math\Vector4.h,Vector4<T>::ZeroVector(),3,3,3,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Factory.h,mpAllocator(Memory::Global::GetAllocator()),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Factory.h,ConcreteFactory<T>::~ConcreteFactory(),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Factory.h,ConcreteFactory<T>::GetAllocator() const,2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Factory.h,ConcreteFactory<T>::GetLiveCount() const,2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Factory.h,ConcreteFactory<T>::SetAllocator(IAllocator* p),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Factory.h,ConcreteFactory<T>::CleanUp(),6,6,4,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Factory.h,ConcreteFactory<T>::Create(),5,5,5,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Factory.h,ConcreteFactory<T>::Destroy(T* pObject),6,6,6,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Factory.h,mpAllocator(Memory::Global::GetAllocator()),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Factory.h,"AbstractFactory<AbstractType, ConcreteType>::GetAllocator() const",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Factory.h,"AbstractFactory<AbstractType, ConcreteType>::SetAllocator(IAllocator* p)",2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Factory.h,"AbstractFactory<AbstractType, ConcreteType>::Create()",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Factory.h,"AbstractFactory<AbstractType, ConcreteType>::Destroy(AbstractType* pAbstractObject)",3,2,2,0,0,0,1,8,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Factory.h,"GenericFactory<AbstractType, IDType>::GenericFactory()",1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Factory.h,"GenericFactory<AbstractType, IDType>::GetLiveCount() const",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Factory.h,"GenericFactory<AbstractType, IDType>::IsObjectAlive(AbstractType* pObject) const",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Factory.h,"GenericFactory<AbstractType, IDType>::CleanUp()",11,10,6,2,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Factory.h,"GenericFactory<AbstractType, IDType>::Create(ConcreteTypeID type)",14,12,10,3,2,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Factory.h,"GenericFactory<AbstractType, IDType>::Destroy(AbstractType* pObject)",10,9,7,1,1,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Factory.h,"GenericFactory<AbstractType, IDType>::Register(IAbstractFactory* pAbstractFactory, ConcreteTypeID type)",4,4,4,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Factory.h,"GenericFactory<AbstractType, IDType>::Unregister(IAbstractFactory* pAbstractFactory)",21,18,9,5,1,0,2,27,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,mpCounter(nullptr),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,mpCounter(nullptr),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,mpCounter(nullptr),6,6,6,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCPtr<T, CounterType>::~GCPtr()",2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCPtr<T, CounterType>::operator=(const GCPtr& other)",3,3,3,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCPtr<T, CounterType>::operator=(T* ptr)",3,3,3,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCPtr<T, CounterType>::operator*() const",3,3,3,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCPtr<T, CounterType>::operator->() const",3,3,3,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCPtr<T, CounterType>::operator==(const GCPtr& other) const",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCPtr<T, CounterType>::operator==(const T* ptr) const",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCPtr<T, CounterType>::operator!=(const GCPtr& other) const",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCPtr<T, CounterType>::operator!=(const T* ptr) const",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCPtr<T, CounterType>::Reset()",7,7,5,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCPtr<T, CounterType>::Swap(const GCPtr& other)",4,4,4,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,mpCounter(E_NEW(Counter)),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCStaticPtr<T, CounterType>::~GCStaticPtr()",2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCStaticPtr<T, CounterType>::operator==(const T* ptr) const",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCStaticPtr<T, CounterType>::operator!=(const T* ptr) const",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,mpCounter(nullptr),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,mpCounter(other.mpCounter),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,mpCounter(reinterpret_cast<Counter*>(other.mpCounter)),6,6,4,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,mpCounter(reinterpret_cast<Counter*>(other.mpCounter)),6,6,4,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,mpCounter(reinterpret_cast<Counter*>(other.mpCounter)),6,6,4,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCRef<T, CounterType>::~GCRef()",2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCRef<T, CounterType>::operator=(const GCRef& other)",3,3,3,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCRef<T, CounterType>::operator=(const GCRef<U, CounterType>& other)",3,3,3,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCRef<T, CounterType>::operator=(const GCPtr<U, CounterType>& other)",3,3,3,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCRef<T, CounterType>::operator=(const GCStaticPtr<U, CounterType>& other)",3,3,3,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCRef<T, CounterType>::operator=(T* ptr)",4,4,4,2,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCRef<T, CounterType>::operator*() const",3,3,3,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCRef<T, CounterType>::operator->() const",3,3,3,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCRef<T, CounterType>::operator==(const GCRef& other) const",7,4,4,3,0,0,3,15,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCRef<T, CounterType>::operator==(const T* ptr) const",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCRef<T, CounterType>::operator!=(const GCRef& other) const",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCRef<T, CounterType>::operator!=(const T* ptr) const",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCRef<T, CounterType>::operator bool() const",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCRef<T, CounterType>::GetPtr() const",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCRef<T, CounterType>::Reset()",17,17,9,3,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCRef<T, CounterType>::Swap(GCRef& other)",4,4,4,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,mpAllocator(Memory::Global::GetAllocator()),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,GCConcreteFactory<T>::~GCConcreteFactory(),2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,GCConcreteFactory<T>::GetAllocator() const,4,3,3,1,0,0,1,2,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,GCConcreteFactory<T>::GetLiveCount() const,4,3,3,1,0,0,1,2,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,GCConcreteFactory<T>::SetAllocator(IAllocator* p),4,3,3,0,0,0,1,2,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,GCConcreteFactory<T>::CleanUp(),4,3,3,0,0,0,1,2,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,GCConcreteFactory<T>::Create(),14,12,10,1,0,0,2,4,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,GCConcreteFactory<T>::Collect(T* ptr),12,11,7,2,0,0,1,2,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,GCConcreteFactory<T>::Destroy(T* ptr),5,4,4,0,0,0,1,2,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCGenericFactory<AbstractType, IDType>::GCGenericFactory()",1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCGenericFactory<AbstractType, IDType>::GetLiveCount() const",4,3,3,1,0,0,1,2,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCGenericFactory<AbstractType, IDType>::CleanUp()",11,9,6,0,0,0,2,4,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCGenericFactory<AbstractType, IDType>::Create(ConcreteTypeID typeID)",11,9,8,1,0,0,2,4,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCGenericFactory<AbstractType, IDType>::Register(IAbstractFactory* pAbstractFactory, ConcreteTypeID typeID)",4,3,3,0,0,0,1,2,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCGenericFactory<AbstractType, IDType>::Unregister(IAbstractFactory* pAbstractFactory)",4,3,3,0,0,0,1,2,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCGenericFactory<AbstractType, IDType>::Collect(AbstractType* ptr)",12,11,7,2,0,0,1,2,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\GarbageCollection.h,"GCGenericFactory<AbstractType, IDType>::Destroy(AbstractType* ptr)",4,3,3,0,0,0,1,2,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Heap.h,Allocate(size_t size),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Heap.h,"AllocateAligned(size_t alignment, size_t size)",1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Heap.h,Deallocate(void* ptr),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Heap.h,DeallocateAligned(void* ptr),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Memory.h,"IsEqual(const T* ptrA, const T* ptrB, size_t count = 1)",1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Memory.h,"Move(T* pTarget, const T* pSource, size_t count = 1)",1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Memory.h,"Zero(T* pTarget, size_t count = 1)",1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Memory.h,"Memory::Construct(T* pObject, size_t count)",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Memory.h,"Memory::Copy(T* pTarget, const T* pSource, size_t count)",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Memory.h,"Memory::Create(size_t count, IAllocator* pAllocator, IAllocator::Tag tag)",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Memory.h,"Memory::Destroy(T* pObject, size_t count, IAllocator* pAllocator, IAllocator::Tag tag)",2,2,2,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Memory.h,"Memory::Destruct(T* pObject, size_t count)",2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Memory.h,operator delete(void* ptr),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Memory.h,operator delete[](void* ptr),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Memory.h,operator new(size_t size),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Memory.h,operator new[](size_t size),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Msvc\HeapImpl.h,"Memory::Heap::Impl::AllocateAligned(size_t alignment, size_t size)",7,6,6,2,0,0,1,3,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Memory\Msvc\HeapImpl.h,Memory::Heap::Impl::DeallocateAligned(void* p),3,3,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Serialization\ByteSerializer.h,ByteSerializer::ByteSerializer(),1,1,1,0,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Serialization\ByteSerializer.h,ByteSerializer::operator<<(bool v),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Serialization\ByteSerializer.h,ByteSerializer::operator<<(I8 v),2,2,2,1,0,0,0,0,
D:\Dropbox\E\Projects\e3project - VS2013\Code\eCore\Include\Serialization\ByteSerializer.h,ByteSerializer::operator<<(U8 v),3,3,3,1,0,0,0,0,
